-6.800641212593028229e-01,-8.179693645492789322e-01,2.149209206324740329e-01,-6.639175465883310201e-01,5.280659482061204058e-01,-2.194833686632378100e-01,5.552718925041177922e-01,1.104397903586541219e+00,1.150305519598785464e-01
-6.427359180872225242e-01,-1.247747579774043380e-01,-3.847460693539276888e-01,-5.923451877380112585e-01,-1.397538788690523837e-01,-9.637825477366909754e-02,1.276657422176360912e+00,-6.961487269432903302e-02,1.046158469083128262e-01
-6.071519903989125444e-01,-4.403684586977215654e-01,3.143944010728246807e-01,-2.039864928456294191e-01,5.945646934649148063e-01,-7.791872904796909305e-02,1.094592743425156112e+00,4.429844653654408937e-01,8.950604923374122501e-02
-1.147250468677465385e-01,-9.715830644770337976e-01,-3.949325747437091860e-01,1.103419524968436427e-01,1.767615473409741567e-01,9.261301921464620834e-02,3.000716055206866795e-01,-3.111510076449682249e-01,-1.050901042842158212e-01
-1.033346277096336419e-01,-5.523986022022375764e-02,-9.106703998293530500e-02,4.004728834630767453e-01,-3.157920754525316287e-01,-2.304071689270727474e-01,2.366555819713997977e-01,3.326502109776181548e-01,2.962174389538776986e-02
-9.131178428211548237e-01,-4.629204490228591151e-01,4.995988503106940648e-02,-5.325268792994813927e-01,3.052207086371538924e-02,2.414002506561625516e-01,1.311802559010970093e+00,5.912608442358592287e-01,5.001017361907716952e-02
-9.180943292695973312e-01,-1.111078743214456654e+00,-1.660854040612564364e-01,-2.672759033878846502e-01,-4.240343016768509665e-01,-1.036183232537951915e-01,2.419433564806375281e-01,9.001943741885903849e-02,1.332773798407854704e-02
-1.966910903791405651e-01,-1.035910254779079498e+00,3.230359905810441523e-01,1.400955894559330339e-01,4.542240528697978341e-01,-2.170261902595438386e-01,-1.735820420059974167e-01,1.067664873553811677e+00,-7.352618905647356762e-02
-1.462307170008090074e+00,2.110576635379157739e-01,-3.493069013340537876e-01,7.166223947749671419e-01,1.398640690278520893e-01,-9.509629337398201043e-02,1.012953681299863629e+00,-8.186853193784460192e-02,-8.252276075491886409e-02
-1.087931245729879759e+00,1.779964223425125613e-01,1.287187937068212662e-02,-2.625713022790360229e-01,3.884443345934585068e-02,-5.305046400379068161e-02,7.775331703047498877e-01,-2.902500437298139446e-01,7.040845513122956367e-02
-1.381661358437088927e+00,-8.727881337754996860e-01,1.840297361943907806e-01,8.064347880902863475e-01,4.294144957949790342e-01,-2.021942135752052283e-01,-3.542347046212115935e-02,-3.963931297977957291e-01,-3.126823253891727883e-02
-5.020718409213675848e-01,-5.358441828642738214e-01,1.585717791109544361e-01,-3.798140477469091891e-01,4.148105401508002110e-01,-1.787771000168170143e-02,1.349611193507577189e-01,-5.326864526760632934e-02,5.653181839188034519e-02
-7.426432653098102854e-02,-7.786796483514168976e-02,-7.967871011640370593e-02,-1.357990793924289674e-01,4.678602285615708345e-01,1.501407262275391563e-01,2.930647529583881861e-01,-1.853937091163441742e-01,-1.103489052533240533e-01
-7.831560365611995866e-01,-8.289512941080865449e-01,3.352714038234676508e-01,-3.082308288365750992e-01,-3.755066031020412032e-01,-1.957655881990846281e-01,6.999298048053642640e-01,6.165554693205451686e-01,-3.092096955838202765e-02
5.773902042123069123e-02,3.943929572171955833e-02,-1.452455895208747960e-01,3.533393833672319184e-01,-1.071658454251955828e-02,-5.621305352534569644e-02,6.765026692966435995e-01,3.718777585628655347e-01,-1.532863529524872426e-01
-5.786707895012024316e-01,-9.341100340324155482e-01,-1.735321476756927495e-01,-1.211311899132626602e-01,-3.541552841029346199e-01,2.151825506716046332e-01,3.412398186601358629e-01,1.062710853966782665e+00,-9.872267689007309388e-02
3.250718415173148301e-02,-1.094743047833398819e+00,-3.936065497954366887e-01,-5.580196119535562049e-01,-1.642529088351957767e-01,-1.188149368242664983e-01,5.531121802847407398e-01,3.779947371159498859e-01,1.792873712116551665e-01
-9.923256460673391954e-01,-5.956585777586033137e-01,-1.207861424304557119e-02,-6.607073226516625430e-01,7.033909338172522618e-01,2.381833858331068310e-01,4.416683892891810626e-01,4.161952631505982936e-02,1.600730689414451291e-01
-6.953059452159982001e-02,-1.105207387905929872e+00,-1.484490537622774053e-01,-7.802277018651923024e-01,2.236444941549675658e-02,2.289428901626852086e-01,1.043259915703112828e+00,1.584632203581786136e-01,1.733486913432749077e-01
-1.281446054826796299e+00,-9.848583041643295122e-01,-5.561208496616837360e-02,4.234230597725764378e-01,6.037533259425157395e-01,-1.880190843259834932e-01,4.560690645830210999e-01,-8.258981473716464627e-02,2.089746401329465875e-01
-1.291558260605320640e+00,-8.431033916766539349e-02,-5.273036958727034262e-02,3.321677487643727167e-01,1.053091703186785910e-01,1.957790887324989404e-01,-1.769483944915902496e-01,-2.838881870731194690e-01,2.111199856320932211e-01
-4.163269997704253100e-01,-3.998159938953338433e-02,2.619917978253060165e-01,4.883566517078162805e-01,1.486714786330521898e-01,2.456746712009221234e-01,1.258716686964771014e+00,4.663461045884342848e-01,-3.827424513844640552e-02
-8.176412878849204091e-02,-4.479866975633078896e-01,9.804398867951036323e-02,-6.306727516588427340e-01,2.764526377924231282e-01,1.401500873833230743e-01,3.888210781737605481e-02,4.262488848931292873e-01,-6.312555605903465150e-02
2.281186353115842724e-01,9.712798073091621909e-02,2.110926781937547680e-01,5.640473459080631580e-01,5.013610311153576804e-01,3.276234952446810400e-02,1.131845353131984311e+00,-7.468643388089241109e-02,1.669188124201939072e-01
-4.438134574361982665e-01,-1.220588856574206016e+00,2.424837884879684768e-01,3.815386676450492898e-01,4.637285370825328101e-02,-2.751484028249775449e-01,8.460385357806929907e-01,8.956448489999796481e-01,-1.410860048022484770e-01
-2.912900579547994528e-01,-9.972758104658607792e-02,2.011280979535473579e-01,-2.435015461960338135e-01,3.440401427796291323e-02,-1.822760476498447302e-02,2.921662771810015213e-01,8.197239001339736708e-01,-1.590680638489994081e-03
1.545136056613636288e-01,-5.272476246530628519e-01,-3.773967373464683916e-01,9.006428044395690113e-01,-3.976024163753901219e-01,-2.219322890629197020e-01,-2.737299465444820168e-03,-2.950542902475893348e-01,5.185291408933728752e-03
